id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/10003/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-23.4	0,11.09834,0	1.4	1	11
2	Images/10003/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-7.799999999999999	0,11.09834,0	1.4	1	12
3	Images/10003/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	7.800000000000001	0,11.09834,0	1.4	1	13
4	Images/10003/sec2/sec2_02.jpg,Wooden_thin2	4	7.699999999999999	23.4	0,11.09834,0	1.4	1	14
5	Images/10003/sec2/sec2_03.jpg,Wooden_thin2	4	7.699999999999999	23.4	0,11.09834,0	1.4	2	15
6	Images/10003/sec2/sec2_04.jpg,Wooden_thin2	4	7.699999999999999	7.799999999999999	0,11.09834,0	1.4	2	16
7	Images/10003/sec2/sec2_05.jpg,Wooden_thin2	4	7.699999999999999	-7.800000000000001	0,11.09834,0	1.4	2	17
8	Images/10003/sec2/sec2_06.jpg,Wooden_thin2	4	7.699999999999999	-23.4	0,11.09834,0	1.4	2	18
9	Images/10003/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	-23.4	0,11.09834,0	1.4	3	19
10	Images/10003/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	-7.799999999999999	0,11.09834,0	1.4	3	20
11	Images/10003/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	7.800000000000001	0,11.09834,0	1.4	3	21
