id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-123.71052631578948	103.5	122.2	0	0	200	90	1.7	0.9205581722602214,0.7822239098700637,0.9730160712409572,1
2	spot	0	103.5	120.3	0	0	200	60	1.7	0.9205581722602214,0.7822239098700637,0.9730160712409572,1
3	spot	89.70526315789473	103.5	78.4	0	0	200	75	1.7	0.9205581722602214,0.7822239098700637,0.9730160712409572,1
3	spot	-100.90394736842106	103.5	138.3315789473684	40	270	200	25	2.0	0.9205581722602214,0.7822239098700637,0.9730160712409572,1
4	spot	-30.301315789473676	103.5	138.3315789473684	40	270	200	25	2.0	0.9205581722602214,0.7822239098700637,0.9730160712409572,1
5	spot	40.301315789473705	103.5	138.3315789473684	40	270	200	25	2.0	0.9205581722602214,0.7822239098700637,0.9730160712409572,1
6	spot	96.20526315789473	103.5	172.59767999999997	40	0	200	25	2.0	0.9205581722602214,0.7822239098700637,0.9730160712409572,1
7	spot	96.20526315789473	103.5	100.42105263157893	40	0	200	25	2.0	0.9205581722602214,0.7822239098700637,0.9730160712409572,1
8	spot	96.20526315789473	103.5	28.244425263157865	40	0	200	25	2.0	0.9205581722602214,0.7822239098700637,0.9730160712409572,1
9	spot	-48.10263157894737	103.5	98.42267368421051	60	180	200	40	3.6	0.9205581722602214,0.7822239098700637,0.9730160712409572,1
