ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/10004/title_panel.png	-29.15789473684211,28.656,31.5	1,0,0	0,1,0	0,0,1	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/10004/title_panel.png	-29.15789473684211,28.656,31.5	1,0,0	0,1,0	0,0,1	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/10004/word_cloud.png	-116.17894736842106,38,115.67368421052629	0,0,1	0,1,0	-1,0,0	0	5	0.2	4	Wooden_thin2	-1:-1	23
2	./Images/10004/Ipomoea batatasL ja01.jpg	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	-62.452631578947376	-10	0.2	2.246963562753036	Wooden_thin	-1:-1	3
3	./Images/10004/cuttage.JPG	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	5.0	-10	0.2	2.246963562753036	Wooden_thin	-1:-1	4
4	./Images/10004/caption/caption1.png	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	19.48987854251012	-20	1.5	0.7	none(caption)	-1:-1	5
5	./Images/10004/Ipomoea batatas tw2.JPG	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	72.45263157894738	-10	0.2	2.246963562753036	Wooden_thin	-1:-1	6
6	./Images/10004/caption/caption2.png	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	86.9425101214575	-20	1.5	0.7	none(caption)	-1:-1	7
7	./Images/10004/Ipomoea batatas tw.JPG	116.17894736842106,38,116.84210526315788	0,0,-1	0,1,0	1,0,0	77.1157894736842	-10	0.2	4.5	Wooden_thin	-1:-1	8
8	./Images/10004/caption/caption3.png	116.17894736842106,38,116.84210526315788	0,0,-1	0,1,0	1,0,0	99.1157894736842	-20	1.5	0.7	none(caption)	-1:-1	9
9	./Images/10004/Ipomoea batatas 2014.PNG	116.17894736842106,38,116.84210526315788	0,0,-1	0,1,0	1,0,0	0.0	-10	0.2	4.5	Wooden_thin	-1:-1	10
10	./Images/10004/caption/caption4.png	116.17894736842106,38,116.84210526315788	0,0,-1	0,1,0	1,0,0	22.0	-20	1.5	0.7	none(caption)	-1:-1	11
11	./Images/10004/Starr 050407-6236 Ipomoea batatas.jpg	116.17894736842106,38,116.84210526315788	0,0,-1	0,1,0	1,0,0	-77.11578947368417	-10	0.2	4.5	Wooden_thin	-1:-1	12
12	./Images/10004/caption/caption5.png	116.17894736842106,38,116.84210526315788	0,0,-1	0,1,0	1,0,0	-55.115789473684174	-20	1.5	0.7	none(caption)	-1:-1	13
